"association","fromObjectIdentity","toObjectIdentity"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location/loc_ctry_nme"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location/loc_eea_member_state_ind"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location/loc_eea_member_state_descr"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location/loc_s2_region_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location/loc_s2_region_nme"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location/dw_row_active_ind"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location/dw_row_start_dt"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location/dw_row_end_dt"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location/dw_batch_id"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location/dw_create_dt"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location/dw_last_update_dt"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location/loc_city_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location/loc_city_nme"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location/loc_cnty_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_location/loc_cnty_nme"
"com.infa.ldm.relational.SchemaTable","denodo_vdp/policy_asset","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/org_ind_key"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/org_ind_id"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/org_ind_hashnk"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/org_ind_hashfull"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/org_ind_textnk"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/industry_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/industry_descr"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/industry_grp_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/industry_grp_descr"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/industry_grp_parent_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/industry_grp_parent_descr"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/industry_sector_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/industry_sector_descr"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/industry_sector_grp_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/industry_sector_grp_descr"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/industry_grp_parent_sales_descr"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/dw_row_start_dt"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/dw_row_end_dt"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/dw_batch_id"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/dw_create_dt"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/dw_last_update_dt"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_industry/dw_row_active_ind"
"com.infa.ldm.relational.SchemaTable","denodo_vdp/policy_asset","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business/org_lob_key"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business/org_lob_id"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business/org_lob_hashnk"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business/org_lob_hashfull"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business/sub_lob_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business/sub_lob_nme"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business/lob_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business/lob_nme"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business/lob_grp_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business/lob_grp_nme"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business/dw_row_active_ind"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business/dw_row_start_dt"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business/dw_row_end_dt"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business/dw_batch_id"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business/dw_create_dt"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_line_of_business/dw_last_update_dt"
"com.infa.ldm.relational.SchemaTable","denodo_vdp/policy_asset","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region/org_por_key"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region/org_por_id"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region/org_por_hashnk"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region/org_por_hashfull"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region/prod_office_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region/prod_office_decsr"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region/prod_ctry_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region/prod_ctry_decsr"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region/sub_region_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region/sub_region_descr"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region/sub_region_chartf_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region/region_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region/region_descr"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region/segment_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region/segment_descr"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region/dw_row_active_ind"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region/dw_row_start_dt"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region/dw_row_end_dt"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region/dw_batch_id"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region/dw_create_dt"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_producing_office_region/dw_last_update_dt"
"com.infa.ldm.relational.SchemaTable","denodo_vdp/policy_asset","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting/org_uw_key"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting/org_uw_id"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting/org_uw_hashnk"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting/org_uw_hashfull"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting/uw_plan_ln_bus_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting/uw_plan_ln_bus_nme"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting/uw_oper_bus_unit_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting/uw_oper_bus_unit_nme"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting/uw_unit_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting/uw_unit_nme"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting/uw_grp_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting/uw_grp_nme"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting/uw_div_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting/uw_div_nme"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting/uw_seg_cd"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting/uw_seg_nme"
"com.infa.ldm.relational.TableColumn","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting","denodo_vdp/policy_asset/bv_sz_dw_xle_t_d_xle_org_underwriting/uw_corp_grp_cd"
