"association","From Connection","To Connection","From Object","To Object"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_primary_excess_ind","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_primary_excess_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_primary_excess_ind_descr","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_primary_excess_ind_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_prog_ind","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_prog_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_prog_ind_descr","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_prog_ind_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_prog_master_ind","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_prog_master_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_prog_master_layer_ind","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_prog_master_layer_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_risk_class_cd","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_risk_class_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_risk_class_descr","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_risk_class_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_runoff_ind","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_runoff_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_share_of_whole_pct","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_share_of_whole_pct"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_src_sys_cd","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_src_sys_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_syndicate_cd","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_syndicate_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_syndicate_nme","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_syndicate_nme"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_syndicate_ssr_cd","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_syndicate_ssr_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_syndicate_ssr_descr","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_syndicate_ssr_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_uw_year","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_uw_year"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_written_dt","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_written_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/prior_plcy_nbr","policy_asset/bv_sz_dw_xle_t_d_xle_policy/prior_plcy_nbr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/dw_row_active_ind","policy_asset/bv_sz_dw_xle_t_d_xle_policy/dw_row_active_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/dw_row_start_dt","policy_asset/bv_sz_dw_xle_t_d_xle_policy/dw_row_start_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/dw_row_end_dt","policy_asset/bv_sz_dw_xle_t_d_xle_policy/dw_row_end_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/dw_batch_id","policy_asset/bv_sz_dw_xle_t_d_xle_policy/dw_batch_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/dw_create_dt","policy_asset/bv_sz_dw_xle_t_d_xle_policy/dw_create_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/dw_last_update_dt","policy_asset/bv_sz_dw_xle_t_d_xle_policy/dw_last_update_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_title","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_title"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_risk_band_cd","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_risk_band_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_risk_band_descr","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_risk_band_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_old_new_econ_ind_descr","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_old_new_econ_ind_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/s2_plcy_status_cd","policy_asset/bv_sz_dw_xle_t_d_xle_policy/s2_plcy_status_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/s2_plcy_status_descr","policy_asset/bv_sz_dw_xle_t_d_xle_policy/s2_plcy_status_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/s2_plcy_status_dt","policy_asset/bv_sz_dw_xle_t_d_xle_policy/s2_plcy_status_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_upr_transition_dt","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_upr_transition_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_ny_free_trd_zn_class_cd","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_ny_free_trd_zn_class_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_ny_free_trd_zn_class_descr","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_ny_free_trd_zn_class_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_captive_ind","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_captive_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_captive_ind_descr","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_captive_ind_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_lgl_enty_consolidation_ind","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_lgl_enty_consolidation_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_multi_year_ind","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_multi_year_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_ny_free_trd_zn_stat_cd","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_ny_free_trd_zn_stat_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_ny_free_trd_zn_stat_descr","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_ny_free_trd_zn_stat_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_risk_purch_grp_ind","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_risk_purch_grp_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/legacy_prior_plcy_nbr","policy_asset/bv_sz_dw_xle_t_d_xle_policy/legacy_prior_plcy_nbr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_facilities_ind","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_facilities_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/trans_fin_type_key","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/trans_fin_type_id","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/trans_fin_type_hashnk","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_hashnk"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/trans_fin_type_hashfull","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_hashfull"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/trans_fin_type_bgv_rollup_cd","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_bgv_rollup_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/trans_fin_type_bgv_rollup_descr","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_bgv_rollup_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/trans_fin_type_deferred_ind","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_deferred_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/trans_fin_type_fx_conv_ind","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_fx_conv_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/trans_fin_type_iqs_ind","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_iqs_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/trans_fin_type_orig_curr_ind","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_orig_curr_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/trans_fin_type_prem_tax_ind","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_prem_tax_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/trans_fin_type_sub_cd","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_sub_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/trans_fin_type_sub_descr","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_sub_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/trans_fin_type_cd","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/trans_fin_type_descr","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/trans_fin_type_grp_cd","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_grp_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/trans_fin_type_grp_descr","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/trans_fin_type_grp_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/dw_row_active_ind","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/dw_row_active_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/dw_row_start_dt","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/dw_row_start_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/dw_row_end_dt","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/dw_row_end_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/dw_batch_id","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/dw_batch_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/dw_create_dt","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/dw_create_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_transaction_type_finance/dw_last_update_dt","policy_asset/bv_sz_dw_xle_t_d_xle_transaction_type_finance/dw_last_update_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/ptd_as_is_fact_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ptd_as_is_fact_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/ptd_as_is_fact_key_parent","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ptd_as_is_fact_key_parent"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/ptd_fact_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ptd_fact_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/ptd_fact_key_orig","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ptd_fact_key_orig"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/ptd_trans_eur_amt","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ptd_trans_eur_amt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/ptd_trans_usd_amt","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ptd_trans_usd_amt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/ptd_funct_amt","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ptd_funct_amt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/ptd_orig_amt","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ptd_orig_amt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/ptd_trans_amt","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/ptd_trans_amt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/acctg_dt","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/acctg_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/acctg_from_dt","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/acctg_from_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/acctg_to_dt","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/acctg_to_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/acctg_pd_back_dated_ind","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/acctg_pd_back_dated_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/acctg_pd_future_dated_ind","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/acctg_pd_future_dated_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/chartf_uw_year","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/chartf_uw_year"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/funct_curr_conv_dt","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/funct_curr_conv_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/payment_due_dt","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/payment_due_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/prem_instalm_due_dt","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/prem_instalm_due_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/settlement_dt","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/settlement_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/sign_multiplier","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/sign_multiplier"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/trans_eff_dt","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/trans_eff_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/trans_entr_dt","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/trans_entr_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/trans_migrated_ind","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/trans_migrated_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/upr_eff_dt","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/upr_eff_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/upr_expr_dt","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/upr_expr_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/written_profile_dt","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/written_profile_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/acctg_pd_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/acctg_pd_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/acctg_pd_key_actuarial_adjusted","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/acctg_pd_key_actuarial_adjusted"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/acctg_pd_key_orig","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/acctg_pd_key_orig"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/acctg_pd_key_from_source","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/acctg_pd_key_from_source"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/acctg_pd_key_when_created","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/acctg_pd_key_when_created"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/bu_chartf_affiliate_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/bu_chartf_affiliate_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/bu_chartf_affiliate_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/bu_chartf_affiliate_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/cmpl_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/cmpl_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/cmpl_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/cmpl_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/curr_orig_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/curr_orig_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/curr_orig_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/curr_orig_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/curr_trans_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/curr_trans_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/curr_trans_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/curr_trans_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/cvrg_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/cvrg_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/cvrg_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/cvrg_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/insd_loc_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/insd_loc_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/insd_loc_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/insd_loc_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/iso_class_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/iso_class_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/iso_class_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/iso_class_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/iso_sub_lob_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/iso_sub_lob_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/iso_sub_lob_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/iso_sub_lob_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/kentucky_class_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/kentucky_class_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/kentucky_class_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/kentucky_class_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/l_acctg_pd","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/l_acctg_pd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/l_cvrg_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/l_cvrg_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/l_cvrg_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/l_cvrg_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/l_plcy_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/l_plcy_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/l_plcy_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/l_plcy_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/lloyds_clas_cd_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/lloyds_clas_cd_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/lloyds_clas_cd_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/lloyds_clas_cd_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/lloyds_risk_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/lloyds_risk_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/lloyds_risk_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/lloyds_risk_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/mpl_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/mpl_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/mpl_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/mpl_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/muni_loc_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/muni_loc_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/muni_loc_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/muni_loc_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/obu_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/obu_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/obu_key","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/obu_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_f_xle_policy_transaction_detail_as_is/org_gsr_id","policy_asset/bv_sz_dw_xle_t_f_xle_policy_transaction_detail_as_is/org_gsr_id"
