"association","From Connection","To Connection","From Object","To Object"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/dw_create_dt","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/dw_create_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/dw_last_update_dt","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/dw_last_update_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/broker_lgl_address_line_1","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/broker_lgl_address_line_1"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/broker_lgl_address_line_2","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/broker_lgl_address_line_2"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/broker_lgl_postal_office_box","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/broker_lgl_postal_office_box"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/broker_lgl_city","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/broker_lgl_city"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/broker_lgl_state_or_province_cd","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/broker_lgl_state_or_province_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/broker_lgl_state_or_province_nme","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/broker_lgl_state_or_province_nme"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/broker_lgl_zip_postal_cd","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/broker_lgl_zip_postal_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/broker_lgl_cnty_nme","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/broker_lgl_cnty_nme"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/broker_lgl_ctry_code","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/broker_lgl_ctry_code"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/broker_lgl_ctry_nme","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/broker_lgl_ctry_nme"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/broker_office_phone_nbr","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/broker_office_phone_nbr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/broker_fax_nbr","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/broker_fax_nbr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/broker_email","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/broker_email"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/broker_web_site","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/broker_web_site"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/broker_fed_employer_id_nbr","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/broker_fed_employer_id_nbr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/l_broker_address_line_1","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/l_broker_address_line_1"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/l_broker_address_line_2","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/l_broker_address_line_2"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/l_broker_address_line_3","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/l_broker_address_line_3"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/l_broker_address_line_4","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/l_broker_address_line_4"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/l_broker_address_line_5","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/l_broker_address_line_5"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/l_broker_postal_office_box","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/l_broker_postal_office_box"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/l_broker_city","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/l_broker_city"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/l_broker_state_or_province_cd","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/l_broker_state_or_province_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/l_broker_state_or_province_nme","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/l_broker_state_or_province_nme"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/l_broker_zip_postal_cd","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/l_broker_zip_postal_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/l_broker_cnty_nme","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/l_broker_cnty_nme"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/l_broker_ctry_code","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/l_broker_ctry_code"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/l_broker_ctry_nme","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/l_broker_ctry_nme"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/l_broker_office_phone_nbr","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/l_broker_office_phone_nbr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/l_broker_fax_nbr","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/l_broker_fax_nbr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/l_broker_email","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/l_broker_email"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/l_broker_web_site","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/l_broker_web_site"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/l_broker_contact_nme","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/l_broker_contact_nme"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/l_broker_fed_employer_id_nbr","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/l_broker_fed_employer_id_nbr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/broker_lgl_address_line_3","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/broker_lgl_address_line_3"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/broker_banding_ind","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/broker_banding_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/broker_deleted_ind","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/broker_deleted_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/broker_src_sys_cd","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/broker_src_sys_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_broker/dw_row_active_ind","policy_asset/bv_sz_dw_xle_t_d_xle_party_broker/dw_row_active_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/party_insured_key","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/party_insured_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/party_insured_id","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/party_insured_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/party_insured_textnk","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/party_insured_textnk"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/party_insured_hashnk","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/party_insured_hashnk"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/party_insured_hashfull","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/party_insured_hashfull"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_data_source_ind","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_data_source_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_static_nme","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_static_nme"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_static_nme_cd","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_static_nme_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_duns_nbr","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_duns_nbr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_trd_of_bus_cd","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_trd_of_bus_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_trd_of_bus_descr","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_trd_of_bus_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_pseudo_duns_nbr","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_pseudo_duns_nbr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/l_insured_duns_nbr","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/l_insured_duns_nbr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/l_insured_pseudo_duns_nbr","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/l_insured_pseudo_duns_nbr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_nme","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_nme"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_ownership_type","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_ownership_type"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_ultimate_parent_duns_nbr","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_ultimate_parent_duns_nbr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_ultimate_parent_nme","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_ultimate_parent_nme"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/dw_row_start_dt","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/dw_row_start_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/dw_row_end_dt","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/dw_row_end_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/dw_batch_id","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/dw_batch_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/dw_create_dt","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/dw_create_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/dw_last_update_dt","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/dw_last_update_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/l_insured_address_line_1","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/l_insured_address_line_1"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/l_insured_address_line_2","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/l_insured_address_line_2"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/l_insured_address_line_3","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/l_insured_address_line_3"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/l_insured_postal_office_box","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/l_insured_postal_office_box"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/l_insured_city","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/l_insured_city"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/l_insured_cnty_nme","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/l_insured_cnty_nme"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/l_insured_state_or_province_cd","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/l_insured_state_or_province_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/l_insured_state_or_province_nme","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/l_insured_state_or_province_nme"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/l_insured_zip_postal_cd","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/l_insured_zip_postal_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_address_line_1","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_address_line_1"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_address_line_2","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_address_line_2"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_address_line_3","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_address_line_3"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_postal_office_box","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_postal_office_box"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_city","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_city"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_cnty_nme","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_cnty_nme"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_state_or_province_cd","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_state_or_province_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_state_or_province_nme","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_state_or_province_nme"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_zip_postal_cd","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_zip_postal_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_headquarters_state_nme","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_headquarters_state_nme"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_deleted_ind","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_deleted_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/l_insured_ctry_code","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/l_insured_ctry_code"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/l_insured_ctry_nme","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/l_insured_ctry_nme"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_ctry_code","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_ctry_code"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_ctry_nme","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_ctry_nme"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_client_grp_nme","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_client_grp_nme"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_us_sales_reliablity_cd","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_us_sales_reliablity_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_us_sales_reliablity_descr","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_us_sales_reliablity_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_us_sales_amt_usd","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_us_sales_amt_usd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/insured_src_sys_cd","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/insured_src_sys_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_insured/dw_row_active_ind","policy_asset/bv_sz_dw_xle_t_d_xle_party_insured/dw_row_active_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_underwriter/party_underwriter_key","policy_asset/bv_sz_dw_xle_t_d_xle_party_underwriter/party_underwriter_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_underwriter/party_underwriter_id","policy_asset/bv_sz_dw_xle_t_d_xle_party_underwriter/party_underwriter_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_underwriter/party_underwriter_textnk","policy_asset/bv_sz_dw_xle_t_d_xle_party_underwriter/party_underwriter_textnk"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_underwriter/party_underwriter_hashnk","policy_asset/bv_sz_dw_xle_t_d_xle_party_underwriter/party_underwriter_hashnk"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_underwriter/party_underwriter_hashfull","policy_asset/bv_sz_dw_xle_t_d_xle_party_underwriter/party_underwriter_hashfull"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_underwriter/underwriter_static_nme","policy_asset/bv_sz_dw_xle_t_d_xle_party_underwriter/underwriter_static_nme"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_underwriter/underwriter_static_nme_cd","policy_asset/bv_sz_dw_xle_t_d_xle_party_underwriter/underwriter_static_nme_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_underwriter/underwriter_data_source_ind","policy_asset/bv_sz_dw_xle_t_d_xle_party_underwriter/underwriter_data_source_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_underwriter/underwriter_nme","policy_asset/bv_sz_dw_xle_t_d_xle_party_underwriter/underwriter_nme"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_underwriter/underwriter_office","policy_asset/bv_sz_dw_xle_t_d_xle_party_underwriter/underwriter_office"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_underwriter/underwriter_id","policy_asset/bv_sz_dw_xle_t_d_xle_party_underwriter/underwriter_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_underwriter/dw_row_start_dt","policy_asset/bv_sz_dw_xle_t_d_xle_party_underwriter/dw_row_start_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_underwriter/dw_row_end_dt","policy_asset/bv_sz_dw_xle_t_d_xle_party_underwriter/dw_row_end_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_underwriter/dw_batch_id","policy_asset/bv_sz_dw_xle_t_d_xle_party_underwriter/dw_batch_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_underwriter/dw_create_dt","policy_asset/bv_sz_dw_xle_t_d_xle_party_underwriter/dw_create_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_underwriter/dw_last_update_dt","policy_asset/bv_sz_dw_xle_t_d_xle_party_underwriter/dw_last_update_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_underwriter/underwriter_deleted_ind","policy_asset/bv_sz_dw_xle_t_d_xle_party_underwriter/underwriter_deleted_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_underwriter/underwriter_src_sys_cd","policy_asset/bv_sz_dw_xle_t_d_xle_party_underwriter/underwriter_src_sys_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_party_underwriter/dw_row_active_ind","policy_asset/bv_sz_dw_xle_t_d_xle_party_underwriter/dw_row_active_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_key","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_key"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_id","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_id"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_hashnk","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_hashnk"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_hashfull","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_hashfull"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_textnk","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_textnk"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_nbr","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_nbr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_eff_dt","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_eff_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_expr_dt","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_expr_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_cancelled_dt","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_cancelled_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_binder_mga_cancel_notice_pd","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_binder_mga_cancel_notice_pd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_binder_mga_ind","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_binder_mga_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_ledger_ri_type_cd","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_ledger_ri_type_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_ledger_ri_type_descr","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_ledger_ri_type_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_days_to_cancel","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_days_to_cancel"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_dir_assm_ind","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_dir_assm_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_dir_assm_ind_descr","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_dir_assm_ind_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_earn_pattern_method_ind","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_earn_pattern_method_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_old_new_econ_ind","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_old_new_econ_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_lead_follow_ind","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_lead_follow_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_market_class_cd","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_market_class_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_market_class_descr","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_market_class_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_mgmt_triangle_cd","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_mgmt_triangle_cd"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_mgmt_triangle_descr","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_mgmt_triangle_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_lta_eff_dt","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_lta_eff_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_lta_expr_dt","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_lta_expr_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_lta_ind","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_lta_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_new_rnwl_ind","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_new_rnwl_ind"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_new_rnwl_ind_descr","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_new_rnwl_ind_descr"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_orig_eff_dt","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_orig_eff_dt"
"","ds_azure_sql_dw_strategicdev","denodo_vdp","dbo/t_d_xle_policy/plcy_orig_expr_dt","policy_asset/bv_sz_dw_xle_t_d_xle_policy/plcy_orig_expr_dt"
