"class","identity","core.name","core.description","com.ldm.custom.swaggerapiv2.email","com.ldm.custom.swaggerapiv2.version"
"com.ldm.custom.swaggerapiv2.SwaggerInfo","Catalog_Administrator_Public_REST_API","Catalog Administrator Public REST API","Catalog administrator public REST API.","","1.0.0"
