"class","identity","core.name","core.description","com.ldm.custom.swaggerapiv2.email","com.ldm.custom.swaggerapiv2.version"
"com.ldm.custom.swaggerapiv2.SwaggerInfo","Google_Abusive_Experience_Report","Google Abusive Experience Report","View Abusive Experience Report data, and get a list of sites that have a significant number of abusive experiences.",,"v1"
